name,type,producer,brand,potency,thc_min,thc_max,cbd_min,cbd_max,price,price_per_gram,grams
Jack Haze,Sativa Dominant,7ACRES,7ACRES,5,17.0,23.0,0.0,1.0,32.95,9.41,3.5
Jack Haze,Sativa Dominant,7ACRES,7ACRES,5,17.0,23.0,0.0,1.0,61.30,8.76,7
Sensi Star,Indica Dominant,7ACRES,7ACRES,5,19.0,25.0,0.0,2.0,32.95,9.41,3.5
Sensi Star,Indica Dominant,7ACRES,7ACRES,5,19.0,25.0,0.0,2.0,61.30,8.76,7
DT81,Sativa Dominant,Aphria,RIFF,5,18.0,24.0,0.0,1.0,9.90,9.90,1
DT81,Sativa Dominant,Aphria,RIFF,5,18.0,24.0,0.0,1.0,32.95,9.41,3.5
DT81,Sativa Dominant,Aphria,RIFF,5,18.0,24.0,0.0,1.0,61.30,8.76,7
Raider Kush,Indica Dominant,Aphria,RIFF,5,17.0,25.0,0.0,0.99,9.90,9.90,1
Raider Kush,Indica Dominant,Aphria,RIFF,5,17.0,25.0,0.0,0.99,32.95,9.41,3.5
Raider Kush,Indica Dominant,Aphria,RIFF,5,17.0,25.0,0.0,0.99,61.30,8.76,7
Hawaii Heartbreak,Indica Dominant,Aphria,RIFF,5,18.0,24.0,0.0,0.99,10.10,10.10,1
Hawaii Heartbreak,Indica Dominant,Aphria,RIFF,5,18.0,24.0,0.0,0.99,33.45,9.56,3.5
Hawaii Heartbreak,Indica Dominant,Aphria,RIFF,5,18.0,24.0,0.0,0.99,62.20,8.89,7
Muskmelon OG (Saturna),Hybrid,Broken Coast Cannabis,Broken Coast,5,18.0,24.0,0.0,2.0,48.00,13.71,3.5
Muskmelon OG (Saturna),Hybrid,Broken Coast Cannabis,Broken Coast,5,18.0,24.0,0.0,2.0,249.95,8.93,28
Stargazer (Sonora),Indica Dominant,Broken Coast Cannabis,Broken Coast,5,18.0,24.0,0.0,2.0,48.00,13.71,3.5
Stargazer (Sonora),Indica Dominant,Broken Coast Cannabis,Broken Coast,5,18.0,24.0,0.0,2.0,249.95,8.93,28
Dark Helmet,Hybrid,Trichome JWC Acquisition,WAGNERS,5,21.0,26.0,0.0,1.0,31.95,9.13,3.5
The Silverback #4,Hybrid,Trichome JWC Acquisition,WAGNERS,5,21.0,26.0,0.0,1.0,31.95,9.13,3.5
Dark Helmet,Indica Dominant,Trichome JWC Acquisition,JWC,5,19.0,24.0,0.0,1.0,31.95,9.13,3.5
BC Black Cherry,Indica Dominant,The Flowr Group,Flowr,5,20.0,25.0,0.0,1.0,39.95,11.41,3.5
BC Black Cherry,Indica Dominant,The Flowr Group,Flowr,5,20.0,25.0,0.0,1.0,129.95,9.28,14
8 Ball Kush,Indica Dominant,United Greeneries,18twelve,5,21.0,27.0,0.0,1.0,39.95,11.41,3.5
8 Ball Kush,Indica Dominant,United Greeneries,18twelve,5,21.0,27.0,0.0,1.0,129.95,9.28,14
24k Gold,Indica Dominant,Zenabis,Namaste,5,18.0,24.0,0.0,0.99,32.50,9.29,3.5
Ultra Sour,Sativa Dominant,Zenabis,Namaste,5,17.0,23.0,0.0,1.0,9.75,9.75,1
Ultra Sour,Sativa Dominant,Zenabis,Namaste,5,17.0,23.0,0.0,1.0,32.50,9.29,3.5
Sunset,Indica Dominant,Canopy Growth,LBS,5,20.0,26.0,0.0,0.5,10.50,10.50,1
Sunset,Indica Dominant,Canopy Growth,LBS,5,20.0,26.0,0.0,0.5,34.95,9.99,3.5
Sunset,Indica Dominant,Canopy Growth,LBS,5,20.0,26.0,0.0,0.5,65.00,9.29,7
Pink Vanilla OG,Indica Dominant,Muskoka Grown Limited,Muskoka Grown,5,20.0,24.0,0.0,5.0,32.95,9.41,3.5
Papaya,Indica Dominant,7ACRES,7ACRES,5,19.0,25.0,0.0,1.0,32.95,9.41,3.5
Gilded Grams,Sativa Dominant,Aphria,RIFF,5,19.0,25.0,0.0,2.0,32.95,9.41,3.5
Fruit Pie,Indica Dominant,Muskoka Grown Limited,Muskoka Grown,5,20.0,24.0,0.0,5.0,32.95,9.41,3.5
Jean Guy,Hybrid,7ACRES,7ACRES,5,15.0,20.0,0.0,1.0,32.95,9.41,3.5
Jean Guy,Hybrid,7ACRES,7ACRES,5,15.0,20.0,0.0,1.0,61.30,8.76,7
Garlic Cookies,Indica Dominant,SESS Holdings,CALI,5,21.0,27.0,0.0,2.0,32.95,9.41,3.5
Wappa 49,Indica Dominant,7ACRES,7ACRES,5,18.0,24.0,0.0,1.0,32.95,9.41,3.5
RC Royal Goddess,Indica Dominant,CannTx Life Sciences,Royal City Cannabis Co.,5,17.0,23.0,0.0,1.0,32.95,9.41,3.5
RC Orange Hill Special,Sativa Dominant,CannTx Life Sciences,Royal City Cannabis Co.,5,14.0,20.0,0.0,1.0,32.95,9.41,3.5
Glueberry OG,Hybrid,Muskoka Grown Limited,Muskoka Grown,5,18.0,24.5,0.0,0.0,32.95,9.41,3.5
Grandpa's Stash,Indica Dominant,Delshen Therapeutics,Thumbs Up Brand,5,18.0,24.0,0.0,2.0,66.50,9.50,7
Raspberry Cough,Sativa Dominant,Canveda,Strain Rec,4,13.0,19.0,0.0,1.0,33.95,9.70,3.5
Where's My Bike,Hybrid,Delshen Therapeutics,48North,5,19.0,23.0,0.0,2.0,33.95,9.70,3.5
No. 428 Secret Address,Hybrid,Terrascend Canada,Haven St. Premium Cannabis,5,22.0,27.0,0.0,1.0,33.95,9.70,3.5
Solar Power,Hybrid,Emblem Cannabis,Symbl,5,19.0,25.0,0.0,1.0,10.25,10.25,1
Solar Power,Hybrid,Emblem Cannabis,Symbl,5,19.0,25.0,0.0,1.0,34.10,9.74,3.5
No. 417 Indigo Daze,Indica Dominant,Terrascend Canada,Haven St. Premium Cannabis,5,21.0,28.0,0.0,0.5,10.25,10.25,1
No. 417 Indigo Daze,Indica Dominant,Terrascend Canada,Haven St. Premium Cannabis,5,21.0,28.0,0.0,0.5,34.15,9.76,3.5
Sativa,Sativa Dominant,Canopy Growth,Houseplant,5,18.0,24.0,0.0,0.5,36.95,10.56,3.5
Sativa,Sativa Dominant,Canopy Growth,Houseplant,5,18.0,24.0,0.0,0.5,68.75,9.82,7
Watermelon Zktlz,Hybrid,Alberta Craft Cannabis,Tenzo,5,17.0,23.0,0.0,1.0,36.95,10.56,3.5
Watermelon Zktlz,Hybrid,Alberta Craft Cannabis,Tenzo,5,17.0,23.0,0.0,1.0,68.95,9.85,7
Wedding Crasher,Indica Dominant,Alberta Craft Cannabis,Tenzo,5,18.0,25.0,0.0,2.0,36.95,10.56,3.5
Wedding Crasher,Indica Dominant,Alberta Craft Cannabis,Tenzo,5,18.0,25.0,0.0,2.0,68.95,9.85,7
Amnesia x Super Haze,Sativa Dominant,Mera Cannabis,Thumbs Up Brand,5,20.0,26.0,0.0,1.0,34.50,9.86,3.5
Dartmouth Kush,Hybrid,Breathing Green Solutions,SKOSHA,5,20.0,26.0,0.0,1.0,34.95,9.99,3.5
Sour Kush,Indica Dominant,Canopy Growth,Doja,5,20.0,26.0,0.0,1.0,34.95,9.99,3.5
Sour Kush,Hybrid,Emblem Cannabis,Nith & Grand,5,19.0,25.0,0.0,1.0,34.95,9.99,3.5
Exotic Gas,Hybrid,Canadian Clinical Cannabinoids,The Loud Plug,5,20.0,28.0,0.0,1.0,34.95,9.99,3.5
MAC-1,Hybrid,Organigram,Edison Cannabis Co,5,20.0,26.0,0.0,0.15,34.95,9.99,3.5
Gorilla Berry,Indica Dominant,GreenSeal Cannabis Company,GreenSeal,5,22.0,28.0,0.0,1.0,34.95,9.99,3.5
GSC Kush,Indica Dominant,Will Cannabis,Flint & Embers,5,22.0,28.0,0.0,1.0,34.95,9.99,3.5
TANGERINE COOKIES,Sativa Dominant,Galaxie Brands Corporation,WINK,5,20.0,26.0,0.0,2.0,34.95,9.99,3.5
Nut Butter,Indica Dominant,BZAM Cannabis,BZAM,5,20.0,26.0,0.0,1.0,34.95,9.99,3.5
GMO Cookies,Indica Dominant,Organigram,Edison Cannabis Co,5,20.0,26.0,0.0,0.15,34.95,9.99,3.5
Mother of Berries,Indica Dominant,Safariflower,Greenman Acres,5,18.0,24.0,0.0,2.0,34.95,9.99,3.5
HPG13,Indica Dominant,Mernova Medicinal,Ritual Green,5,19.5,27.0,0.0,1.0,34.95,9.99,3.5
Doja C99,Sativa Dominant,Canopy Growth,DOJA,5,20.0,26.0,0.0,1.0,34.95,9.99,3.5
Pyramid,Indica Dominant,JC Green Cannabis,Jonny Chronic,5,20.0,24.0,0.0,1.0,34.95,9.99,3.5
Marley Gold,Sativa Dominant,High Park,Marley Natural,5,20.5,26.5,0.0,1.0,34.95,9.99,3.5
I.C.C.,Indica Dominant,Organigram,Edison Cannabis Co,5,20.0,26.0,0.0,0.15,34.95,9.99,3.5
Organic LA Confidential,Indica Dominant,The Green Organic Dutchman,The Green Organic Dutchman,5,20.0,26.0,0.0,2.0,34.95,9.99,3.5
Organic Fire,Indica Dominant,The Green Organic Dutchman,The Green Organic Dutchman,5,20.0,26.0,0.0,2.0,34.95,9.99,3.5
Organic Rockstar Tuna,Indica Dominant,The Green Organic Dutchman,The Green Organic Dutchman,5,20.0,26.0,0.0,2.0,34.95,9.99,3.5
Rally (Island Sweet Skunk),Sativa Dominant,Fleurish Cannabis,Fleurish,5,21.0,27.0,0.0,2.0,34.95,9.99,3.5
Marley Green,Sativa Dominant,High Park,MARLEY NATURAL,5,19.0,27.0,0.0,1.0,34.95,9.99,3.5
Sensi Star,Hybrid,ABcann Medicinals,Fireside,5,17.0,22.0,0.0,1.0,34.95,9.99,3.5
Blue Dream,Sativa Dominant,Canna Farms,Canna Farms,5,19.5,25.5,0.0,1.0,34.95,9.99,3.5
Tangerine Dream,Hybrid,Canna Farms,Canna Farms,3,10.0,16.0,0.0,1.0,34.95,9.99,3.5
Wappa,Hybrid,ABcann Medicinals,Fireside,5,19.0,25.0,0.0,1.0,10.50,10.50,1
Wappa,Hybrid,ABcann Medicinals,Fireside,5,19.0,25.0,0.0,1.0,34.95,9.99,3.5
Garlic Z,Indica Dominant,Delshen Therapeutics,Thumbs Up Brand,5,20.0,26.0,0.0,2.0,35.75,10.21,3.5
Reflect Reserve,Hybrid,Peace Naturals Project,COVE,5,19.5,25.5,0.0,1.0,35.95,10.27,3.5
Reflect Reserve,Hybrid,Peace Naturals Project,COVE,5,19.5,25.5,0.0,1.0,66.90,9.56,7
Rest Reserve,Indica Dominant,Peace Naturals Project,COVE,5,19.0,25.0,0.0,1.0,35.95,10.27,3.5
Chocolate Fondue,Sativa Dominant,Canopy Growth,DNA Genetics,5,18.0,24.0,0.0,0.5,10.80,10.80,1
Chocolate Fondue,Sativa Dominant,Canopy Growth,DNA Genetics,5,18.0,24.0,0.0,0.5,35.95,10.27,3.5
Chocolate Fondue,Sativa Dominant,Canopy Growth,DNA Genetics,5,18.0,24.0,0.0,0.5,66.85,9.55,7
Macslurry,Indica Dominant,BZAM Cannabis,Snackbar,5,21.0,27.0,0.0,1.0,36.95,10.56,3.5
Pink Cookies x Kush Mints,Indica Dominant,Galaxie Brands Corporation,Thumbs Up Brand,5,20.0,26.0,0.0,2.0,36.95,10.56,3.5
PURPLE PUG,Indica Dominant,Mediwanna,ELIOS RESERVE,4,14.0,17.0,0.0,1.0,36.95,10.56,3.5
Apex,Sativa Dominant,Atlanticann Medical,Msiku,5,19.0,25.0,0.0,2.0,36.95,10.56,3.5
Orangeade,Sativa Dominant,Alberta Craft Cannabis,TENZO,5,17.0,23.0,0.0,1.0,36.95,10.56,3.5
Stonewall,Sativa Dominant,Experion Biotechnologies,Citizen Stash,5,20.0,26.0,0.0,1.0,36.95,10.56,3.5
No. 516 Sonic Express,Hybrid,Terrascend Canada,Haven St. Premium Cannabis,5,20.0,26.0,0.0,1.0,36.95,10.56,3.5
No. 425 Midnight Jam,Hybrid,Terrascend Canada,Haven St. Premium Cannabis,5,20.0,27.0,0.0,1.0,36.95,10.56,3.5
LA Kush Cake,Hybrid,Tantalus Labs,Tantalus Labs,5,20.0,26.0,0.0,1.0,36.95,10.56,3.5
Sunset Sherbet,Indica Dominant,Experion Biotechnologies,Citizen Stash,5,20.5,26.5,0.0,1.0,36.95,10.56,3.5
Peggy's Pride,Sativa Dominant,Atlanticann Medical,Msiku,5,19.0,24.0,0.0,1.0,36.95,10.56,3.5
Indica,Indica Dominant,Canopy Growth,Houseplant,5,20.0,28.0,0.0,1.0,36.95,10.56,3.5
Indica,Indica Dominant,Canopy Growth,Houseplant,5,20.0,28.0,0.0,1.0,68.75,9.82,7
No. 515 Noisy Neighbour,Sativa Dominant,Terrascend Canada,Haven St. Premium Cannabis,5,20.0,27.5,0.0,1.0,36.95,10.56,3.5
BC Pink Kush,Indica Dominant,The Flowr Group,Flowr,5,20.0,25.0,0.0,1.0,39.95,11.41,3.5
BC Pink Kush,Indica Dominant,The Flowr Group,Flowr,5,20.0,25.0,0.0,1.0,73.95,10.56,7
Organic Sugar Bush,Sativa Dominant,The Green Organic Dutchman,The Green Organic Dutchman,5,20.0,25.0,0.0,2.0,37.95,10.84,3.5
French Macaron,Indica Dominant,JC Green Cannabis,Jonny Chronic,5,15.0,24.0,0.0,1.0,38.50,11.00,3.5
Big Dip Indica - Limited Edition,Indica Dominant,Galaxie Brands Corporation,Cruuzy,5,20.0,26.0,0.0,1.99,39.95,11.41,3.5
Driftwood Diesel,Indica Dominant,Aurora Cannabis,San Rafael '71,5,21.0,27.0,0.0,10.0,39.95,11.41,3.5
Lemon Rocket,Hybrid,Aurora Cannabis,San Rafael '71,5,20.0,26.0,0.0,10.0,39.95,11.41,3.5
Stonefruit Sunset,Hybrid,Aurora Cannabis,San Rafael '71,5,19.0,25.0,0.0,10.0,39.95,11.41,3.5
Krypto Chronic #2,Hybrid,Sugarbud,Sugarbud,5,20.0,26.0,0.0,5.0,39.95,11.41,3.5
Mule Fuel,Hybrid,Sugarbud,Sugarbud,5,20.0,26.0,0.0,5.0,39.95,11.41,3.5
B Banner,Hybrid,Bold Growth,BOLD Growth,5,20.0,26.0,0.0,1.0,39.95,11.41,3.5
Sky Cuddler Double Kush,Indica Dominant,Aqualitas,Reef Organic,5,20.0,26.0,0.0,1.0,39.95,11.41,3.5
Growers Stash #002 - Crystal Kush,Hybrid,Aurora Cannabis,San Rafael '71,5,21.0,27.0,0.0,10.0,39.95,11.41,3.5
The Vision,Hybrid,Bold Growth,BOLD Growth,5,20.0,26.0,0.0,1.0,39.95,11.41,3.5
Mendo Breath,Sativa Dominant,Northern Green Canada,Coterie,5,21.0,27.0,0.0,1.0,39.95,11.41,3.5
Crescendo,Indica Dominant,Atlas Growers,Natural History,5,20.0,25.0,0.0,2.0,39.95,11.41,3.5
Zour Apples,Sativa Dominant,Atlas Growers,Natural History,5,18.0,24.0,0.0,2.0,39.95,11.41,3.5
PreNup,Sativa Dominant,Sugarbud,Sugarbud,5,18.0,24.0,0.0,5.0,39.95,11.41,3.5
Freshly Baked #76,Sativa Dominant,OGEN,OGEN,5,20.0,26.0,0.0,1.0,39.95,11.41,3.5
Coastal Kush,Indica Dominant,Aqualitas,Reef Organic,5,21.5,27.5,0.0,1.0,39.95,11.41,3.5
Organnicraft Cherry Punch,Hybrid,Agro-Greens Natural Products,Organnicraft,5,22.0,27.0,0.0,1.99,39.95,11.41,3.5
Wedding Cake,Indica Dominant,Weed Me,Weed Me,5,20.0,26.0,0.0,2.0,39.95,11.41,3.5
Ice Cream Cake,Indica Dominant,Weed Me,Weed Me,5,20.0,25.0,0.0,2.0,39.95,11.41,3.5
Dank Rainbow,Indica Dominant,Boaz Pharmaceuticals,BOAZ,5,18.5,25.0,0.0,1.0,39.95,11.41,3.5
Mandarin Cookie,Sativa Dominant,Weed Me,Weed Me,5,21.0,26.0,0.0,2.0,39.95,11.41,3.5
Lemon Z,Sativa Dominant,OGEN,OGEN,5,19.0,25.0,0.0,2.0,39.95,11.41,3.5
Lemon Z,Sativa Dominant,OGEN,OGEN,5,19.0,25.0,0.0,2.0,224.95,8.03,28
Early Glue RBx1 #15,Indica Dominant,OGEN,OGEN,5,18.0,24.5,0.0,2.0,39.95,11.41,3.5
Early Glue RBx1 #15,Indica Dominant,OGEN,OGEN,5,18.0,24.5,0.0,2.0,224.95,8.03,28
Mirage Plus,Indica Dominant,Breathing Green Solutions,SKOSHA,5,20.0,28.0,0.0,1.0,39.95,11.41,3.5
Nova Glue,Hybrid,Atlanticann Medical,Msiku,5,20.0,26.0,0.0,1.0,39.95,11.41,3.5
Gelatti,Indica Dominant,Atlanticann Medical,Msiku,5,20.0,25.0,0.0,1.0,39.95,11.41,3.5
Tangerine Dream,Sativa Dominant,MedReleaf,San Rafael '71,3,11.0,15.0,0.0,1.0,12.00,12.00,1
Tangerine Dream,Sativa Dominant,MedReleaf,San Rafael '71,3,11.0,15.0,0.0,1.0,39.95,11.41,3.5
Tangerine Dream,Sativa Dominant,MedReleaf,San Rafael '71,3,11.0,15.0,0.0,1.0,74.30,10.61,7
Tangerine Dream,Sativa Dominant,MedReleaf,San Rafael '71,3,11.0,15.0,0.0,1.0,139.95,9.33,15
Pink Kush,Indica Dominant,MedReleaf,San Rafael '71,5,19.0,24.0,0.0,1.0,12.00,12.00,1
Pink Kush,Indica Dominant,MedReleaf,San Rafael '71,5,19.0,24.0,0.0,1.0,39.95,11.41,3.5
Pink Kush,Indica Dominant,MedReleaf,San Rafael '71,5,19.0,24.0,0.0,1.0,74.30,10.61,7
Pink Kush,Indica Dominant,MedReleaf,San Rafael '71,5,19.0,24.0,0.0,1.0,139.95,9.33,15
Delahaze,Sativa Dominant,MedReleaf,San Rafael '71,5,20.0,25.0,0.0,1.0,12.00,12.00,1
Delahaze,Sativa Dominant,MedReleaf,San Rafael '71,5,20.0,25.0,0.0,1.0,39.95,11.41,3.5
Delahaze,Sativa Dominant,MedReleaf,San Rafael '71,5,20.0,25.0,0.0,1.0,74.30,10.61,7
Delahaze,Sativa Dominant,MedReleaf,San Rafael '71,5,20.0,25.0,0.0,1.0,139.95,9.33,15
Wedding Poop,Indica Dominant,Castle Rock Farms .,BC Green,5,20.0,26.0,0.0,2.0,41.95,11.99,3.5
Garlic Jelly,Indica Dominant,Weed Me,Weed Me Limited Batch,5,21.0,27.0,0.0,2.0,41.95,11.99,3.5
